Category,UNICEF Region,UNICEF Region Name,Indicator,Stratifier,Level,2006-2012,2013-2019
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,Sex,Male,0.6,14.6
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,WIQ,Poorest,0.9,14.7
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,WIQ,Second,0.7,12.8
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,WIQ,Middle,0.7,17.5
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,WIQ,Fourth,1.2,18.5
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,WIQ,Richest,1.1,23.6
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,Mother's Education,None,1.3,3.3
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,Mother's Education,Primary,1,3
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORSZINC,Mother's Education,Sec & higher,1.3,4.2
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,National,National,33.5,37.9
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,Area,Urban,39.1,43.4
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,Area,Rural,31.3,36.1
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,Sex,Female,33.5,38.6
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,Sex,Male,33.3,38.4
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,WIQ,Poorest,28.2,33.2
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,WIQ,Second,30.6,37.8
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,WIQ,Middle,35.9,39.7
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,WIQ,Fourth,38.8,40.4
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ORTCF,WIQ,Richest,43.8,48.2
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,National,National,44.5,59.8
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,Area,Urban,48.5,68.5
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,Area,Rural,41.7,56
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,Sex,Female,45.4,59.6
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,Sex,Male,41.7,61.4
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,WIQ,Poorest,31.8,55.3
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,WIQ,Second,42,56.6
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,WIQ,Middle,49.2,61.6
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,WIQ,Fourth,53,64.1
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,PNEUCARE,WIQ,Richest,66.2,75.2
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,National,National,1.7,21.7
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,Area,Urban,1.4,27
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,Area,Rural,1.9,19.1
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,Sex,Female,1.5,22.6
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,Sex,Male,1.2,21.4
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,WIQ,Poorest,1.4,18.9
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,WIQ,Second,1.1,18.3
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,WIQ,Middle,1.4,24.4
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,WIQ,Fourth,1.6,26.4
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,WIQ,Richest,1.6,30.5
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,Mother's Education,None,1.7,16.3
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,Mother's Education,Primary,1,21.4
UNICEF Reporting Sub-Region,WCA,WesternÿandÿCentralÿAfrica,ZINC,Mother's Education,Sec & higher,1.3,27.7
Global UNICEF Programme,Global,Global (Programme),DIARCARE,National,National,44.5,57.7
Global UNICEF Programme,Global,Global (Programme),DIARCARE,Area,Rural,43.5,56.5
Global UNICEF Programme,Global,Global (Programme),DIARCARE,Sex,Female,43.3,56.5
Global UNICEF Programme,Global,Global (Programme),DIARCARE,Sex,Male,45.3,58.2
Global UNICEF Programme,Global,Global (Programme),DIARCARE,WIQ,Poorest,38.3,52.4
Global UNICEF Programme,Global,Global (Programme),DIARCARE,WIQ,Second,42.3,55.7
Global UNICEF Programme,Global,Global (Programme),DIARCARE,WIQ,Middle,46.9,59
Global UNICEF Programme,Global,Global (Programme),DIARCARE,WIQ,Fourth,48.9,60.1
Global UNICEF Programme,Global,Global (Programme),DIARCARE,WIQ,Richest,56.1,64.7
Global UNICEF Programme,Global,Global (Programme),ORS,National,National,34.9,43.8
Global UNICEF Programme,Global,Global (Programme),ORS,Area,Rural,32.7,42.1
Global UNICEF Programme,Global,Global (Programme),ORS,Sex,Female,34.1,42.7
Global UNICEF Programme,Global,Global (Programme),ORS,Sex,Male,35.6,44.5
Global UNICEF Programme,Global,Global (Programme),ORS,WIQ,Poorest,29,38.9
Global UNICEF Programme,Global,Global (Programme),ORS,WIQ,Second,30.4,41
Global UNICEF Programme,Global,Global (Programme),ORS,WIQ,Middle,34.6,44
Global UNICEF Programme,Global,Global (Programme),ORS,WIQ,Fourth,37.5,46.8
Global UNICEF Programme,Global,Global (Programme),ORS,WIQ,Richest,43.2,49.4
Global UNICEF Programme,Global,Global (Programme),ORSZINC,National,National,1.6,15.6
Global UNICEF Programme,Global,Global (Programme),ORSZINC,Area,Rural,1.5,14.5
Global UNICEF Programme,Global,Global (Programme),ORTCF,National,National,39.2,42.2
Global UNICEF Programme,Global,Global (Programme),ORTCF,Area,Rural,37.2,40.4
Global UNICEF Programme,Global,Global (Programme),ORTCF,WIQ,Poorest,36.1,37.8
Global UNICEF Programme,Global,Global (Programme),ORTCF,WIQ,Second,36.2,41
Global UNICEF Programme,Global,Global (Programme),ORTCF,WIQ,Middle,37.8,42.2
Global UNICEF Programme,Global,Global (Programme),ORTCF,WIQ,Fourth,40.7,44.5
Global UNICEF Programme,Global,Global (Programme),ORTCF,WIQ,Richest,45.9,49.5
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,National,National,60,68.3
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,Area,Rural,57.3,65.5
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,Sex,Female,58.6,66.6
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,Sex,Male,61.4,70
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,WIQ,Poorest,50.7,60.5
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,WIQ,Second,57.4,65.3
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,WIQ,Middle,60.7,68.9
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,WIQ,Fourth,66.9,73.4
Global UNICEF Programme,Global,Global (Programme),PNEUCARE,WIQ,Richest,74.5,79.2
Global UNICEF Programme,Global,Global (Programme),ZINC,National,National,3,22.9
Global UNICEF Programme,Global,Global (Programme),ZINC,Area,Rural,2.8,21.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,National,National,43.1,51.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,Area,Urban,48.6,56.1
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,Area,Rural,42.3,50.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,Sex,Female,42.4,52.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,Sex,Male,42.9,50.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,WIQ,Poorest,39.8,47.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,WIQ,Second,39.7,49.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,WIQ,Middle,43.8,53
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,WIQ,Fourth,44.7,52
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,WIQ,Richest,52.4,57.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,Mother's Education,None,40.5,46.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,DIARCARE,Mother's Education,Primary,43.5,53.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,National,National,8.7,26.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,Area,Urban,10.5,27.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,Area,Rural,8.1,23.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,WIQ,Poorest,8,23
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,WIQ,Second,8.8,23.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,WIQ,Middle,8.9,26
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,WIQ,Fourth,9.1,25.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,WIQ,Richest,10.5,26
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,Mother's Education,None,7.1,22.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,Mother's Education,Primary,9.3,25.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,IPTP,Mother's Education,Sec & higher,11.6,28.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,National,National,38.6,50.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,Area,Urban,42.6,51.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,Area,Rural,38.9,48.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,Sex,Female,42.6,50.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,Sex,Male,42.2,50
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,WIQ,Poorest,35.9,39
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,WIQ,Second,39.1,46.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,WIQ,Middle,40.5,49.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,WIQ,Fourth,42.3,54.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITN,WIQ,Richest,45.8,55.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNOWN,National,National,51,65.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNOWN,Area,Urban,50.4,62.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNOWN,Area,Rural,54.1,65.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNOWN,WIQ,Poorest,45.8,57.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNOWN,WIQ,Second,51.5,65.1
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNOWN,WIQ,Middle,53.3,67.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNOWN,WIQ,Fourth,56,68.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNOWN,WIQ,Richest,59.1,65.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNPREG,National,National,42.3,54.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNPREG,Area,Urban,41.9,48.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNPREG,Area,Rural,42.9,53.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNPREG,WIQ,Poorest,39.3,45.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNPREG,WIQ,Second,42.6,55.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNPREG,WIQ,Middle,40.8,54.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNPREG,WIQ,Fourth,44.9,49.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ITNPREG,WIQ,Richest,44.1,54
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,National,National,45.6,79.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,Area,Urban,39.7,76.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,Area,Rural,37.9,80.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,Sex,Female,37.2,78.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,Sex,Male,37.7,79.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,WIQ,Poorest,39.9,77.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,WIQ,Second,36.1,80
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,WIQ,Middle,36.9,76
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,WIQ,Fourth,37.6,80.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRACT,WIQ,Richest,38.5,75.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,National,National,50.3,60.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,Area,Rural,47.9,57.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,Sex,Female,53.5,59.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,Sex,Male,54.2,60
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,WIQ,Poorest,44.2,53.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,WIQ,Second,47.8,57.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,WIQ,Middle,47.8,59.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,WIQ,Fourth,54.7,64.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRCARE,WIQ,Richest,61.7,68
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,National,National,19.4,34.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,Area,Urban,34.8,44.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,Area,Rural,15.8,38.1
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,Sex,Female,18.9,33.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,Sex,Male,19.8,32.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,WIQ,Poorest,12,28.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,WIQ,Second,13.7,32.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,WIQ,Middle,19.9,32
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,WIQ,Fourth,20.9,37.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,MLRDIAG,WIQ,Richest,29.6,42.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,National,National,37.8,41.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,Area,Urban,44.8,48.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,Area,Rural,36.4,39.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,Sex,Female,37.8,40.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,Sex,Male,37.8,41.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,WIQ,Poorest,34,38.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,WIQ,Second,35,37.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,WIQ,Middle,37.8,44
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,WIQ,Fourth,41.4,43.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORS,WIQ,Richest,43.9,46.4
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORSZINC,National,National,0.8,15.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORSZINC,Area,Rural,0.8,15
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORSZINC,Sex,Male,0.7,16.1
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORSZINC,WIQ,Poorest,0.7,14.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORSZINC,WIQ,Middle,1.1,15.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORSZINC,Mother's Education,None,0.8,13.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,National,National,39.4,41.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,Area,Urban,46.7,49.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,Area,Rural,37.4,39.6
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,Sex,Female,37.5,41
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,Sex,Male,39.5,42.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,WIQ,Poorest,37.6,35.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,WIQ,Second,34.8,42.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,WIQ,Middle,38.1,43.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,WIQ,Fourth,41.7,44.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ORTCF,WIQ,Richest,45.3,46.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,National,National,52.8,55
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,Area,Urban,65,66.3
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,Area,Rural,50.2,52.1
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,Sex,Female,52.8,53.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,Sex,Male,52.8,55.1
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,WIQ,Poorest,46,47.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,WIQ,Second,50.7,51.7
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,WIQ,Middle,50.5,51.1
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,WIQ,Fourth,55.5,60.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,PNEUCARE,WIQ,Richest,69.8,63.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,National,National,1.3,24.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,Area,Rural,1.2,24.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,Sex,Female,1.6,28.8
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,Sex,Male,1.3,24.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,WIQ,Poorest,1.2,21.5
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,WIQ,Middle,1.7,23.9
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,WIQ,Fourth,1.1,29.2
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,Mother's Education,None,1.4,18.1
UNICEF Programme Region,ESARO,East and Southern Africa Regional Office,ZINC,Mother's Education,Primary,1.1,26.6
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,National,National,32.3,47.3
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,Area,Rural,31.5,45.1
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,Sex,Female,31,45.6
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,Sex,Male,33.4,48.9
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,WIQ,Poorest,29.9,41.4
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,WIQ,Second,32.3,47.1
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,WIQ,Middle,34.7,45.6
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,WIQ,Fourth,31.5,52.2
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,DIARCARE,WIQ,Richest,34.4,53.4
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,National,National,27.6,26.7
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,Area,Rural,27.3,24.8
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,Sex,Female,26.9,25.4
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,Sex,Male,28.2,27.9
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,WIQ,Poorest,28.5,23.9
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,WIQ,Second,29.4,26.9
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,WIQ,Middle,26.1,27.1
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,WIQ,Fourth,25,26.8
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORS,WIQ,Richest,23.4,28.1
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORSZINC,Area,Rural,0.2,8.6
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,National,National,24.7,30.5
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,Area,Rural,23.7,29.6
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,Sex,Female,23.5,30.3
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,Sex,Male,25.4,29.6
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,WIQ,Poorest,22.7,25.7
