Category,UNICEF Region,UNICEF Region Name,Indicator,Stratifier,Level,2006-2012,2013-2019
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,WIQ,Second,25.8,32
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,WIQ,Middle,25.2,29.7
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,WIQ,Fourth,22.4,30
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ORTCF,WIQ,Richest,24,36.2
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,National,National,64.8,56.9
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,Area,Rural,59.1,56.3
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,Sex,Female,61.8,53.8
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,Sex,Male,67.3,59.4
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,WIQ,Poorest,58.1,49.8
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,WIQ,Second,63,52.7
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,WIQ,Middle,64.4,60.3
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,WIQ,Fourth,72.1,60.3
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,PNEUCARE,WIQ,Richest,73.2,64
UNICEF Programme Region,MENA,MiddleÿEastÿandÿNorthÿAfrica,ZINC,Area,Rural,0.4,5.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,National,National,54.7,63.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,Area,Urban,61,68.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,Area,Rural,52.5,61.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,Sex,Female,52.8,62.2
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,Sex,Male,56.4,65
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,WIQ,Poorest,45.7,55.8
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,WIQ,Second,51,60.6
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,WIQ,Middle,54.6,66.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,WIQ,Fourth,59,68.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,WIQ,Richest,68.6,73.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,Mother's Education,None,49.4,59
UNICEF Programme Region,ROSA,Regional Office for South Asia,DIARCARE,Mother's Education,Primary,56.4,61.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,National,National,5.6,8.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,Area,Urban,4.8,13.7
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,Area,Rural,6,6.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,Sex,Female,5.6,9.8
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,Sex,Male,5.6,7.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,WIQ,Poorest,4.5,6
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,WIQ,Second,6.4,8.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,WIQ,Middle,6.7,5.6
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,WIQ,Fourth,6.1,11.2
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRACT,WIQ,Richest,4.4,13.2
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,National,National,66.4,71.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,Area,Urban,74.4,78.2
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,Area,Rural,63.9,69.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,Sex,Female,63.8,70.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,Sex,Male,68.5,72.6
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,WIQ,Poorest,59,62.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,WIQ,Second,62.4,68.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,WIQ,Middle,67.6,73.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,WIQ,Fourth,70.6,78.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,MLRCARE,WIQ,Richest,78.5,81.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,National,National,33.8,49.8
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,Area,Urban,39.6,55.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,Area,Rural,31.6,47.7
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,Sex,Female,33.1,48.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,Sex,Male,34.3,50.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,WIQ,Poorest,28.8,45.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,WIQ,Second,28.9,47.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,WIQ,Middle,32.9,49.7
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,WIQ,Fourth,36.4,54.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORS,WIQ,Richest,46.7,57.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORSZINC,National,National,2.3,17.1
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORSZINC,Area,Urban,3.1,20.2
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORSZINC,Area,Rural,2,16
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORSZINC,Sex,Female,2.4,17
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORSZINC,Sex,Male,2.2,17.2
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORSZINC,WIQ,Middle,3.2,17.1
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORSZINC,WIQ,Richest,3.8,21.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORTCF,National,National,38,41
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORTCF,Area,Urban,42.1,44.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORTCF,Area,Rural,36.1,39.6
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORTCF,WIQ,Poorest,34.5,37.7
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORTCF,WIQ,Second,35.1,38.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORTCF,WIQ,Middle,35.2,40.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORTCF,WIQ,Fourth,39.7,44.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,ORTCF,WIQ,Richest,47.8,46.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,National,National,65.4,75.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,Area,Urban,75.7,83.6
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,Area,Rural,62.3,73.6
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,Sex,Female,62.2,73.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,Sex,Male,67.9,77.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,WIQ,Poorest,56.5,65.8
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,WIQ,Second,62.6,72.8
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,WIQ,Middle,65.3,77.5
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,WIQ,Fourth,73,81.8
UNICEF Programme Region,ROSA,Regional Office for South Asia,PNEUCARE,WIQ,Richest,78.6,87.6
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,National,National,4.7,23.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,Area,Urban,6.4,26.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,Area,Rural,4.3,22.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,Sex,Female,4.5,22.8
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,Sex,Male,4.8,23.7
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,WIQ,Second,5,21.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,WIQ,Middle,5.1,24.1
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,WIQ,Fourth,4.8,25.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,WIQ,Richest,6,27.9
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,Mother's Education,None,4.1,20.3
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,Mother's Education,Primary,4.9,21.4
UNICEF Programme Region,ROSA,Regional Office for South Asia,ZINC,Mother's Education,Sec & higher,5.6,23.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,National,National,30.2,52.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,Area,Urban,34.8,53.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,Area,Rural,28.5,52.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,Sex,Female,29,51.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,Sex,Male,29.3,51.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,WIQ,Poorest,21.8,48.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,WIQ,Second,27.1,50.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,WIQ,Middle,33.4,52.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,WIQ,Fourth,35.4,52.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,WIQ,Richest,40.2,59.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,Mother's Education,None,24.4,32.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,Mother's Education,Primary,33.7,35.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,DIARCARE,Mother's Education,Sec & Higher,39.8,42.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,National,National,6.3,18.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,Area,Urban,8.6,22.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,Area,Rural,5.5,16.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,WIQ,Poorest,3.9,13.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,WIQ,Second,5.2,13.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,WIQ,Middle,6,17
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,WIQ,Fourth,8.7,21.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,WIQ,Richest,9.3,23.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,Mother's Education,None,4.3,13.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,Mother's Education,Primary,6.5,16.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,IPTP,Mother's Education,Sec & higher,8.5,20.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,National,National,32.5,55.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,Area,Urban,29.7,48.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,Area,Rural,31.8,56
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,Sex,Female,22.5,56.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,Sex,Male,21.6,55.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,WIQ,Poorest,19,56.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,WIQ,Second,20.9,59
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,WIQ,Middle,21.6,56.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,WIQ,Fourth,23.5,51.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITN,WIQ,Richest,25.6,45.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNOWN,National,National,46.5,66.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNOWN,Area,Urban,41,59.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNOWN,Area,Rural,47.3,69.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNOWN,WIQ,Poorest,28.1,69.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNOWN,WIQ,Second,31.7,72.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNOWN,WIQ,Middle,32.7,69.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNOWN,WIQ,Fourth,33.5,64.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNOWN,WIQ,Richest,36.4,59.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNPREG,National,National,24.2,57.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNPREG,Area,Urban,22.1,48.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNPREG,Area,Rural,25.6,61.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNPREG,WIQ,Poorest,22.8,61.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNPREG,WIQ,Second,24.9,65.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNPREG,WIQ,Middle,25.6,60
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNPREG,WIQ,Fourth,24.2,51.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ITNPREG,WIQ,Richest,24,44.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,National,National,15.9,38.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,Area,Urban,16.4,39.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,Area,Rural,10.3,36.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,Sex,Female,10.9,35.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,Sex,Male,10.7,37.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,WIQ,Poorest,8.9,34.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,WIQ,Second,11,38.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,WIQ,Middle,11.2,36
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,WIQ,Fourth,12,33.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRACT,WIQ,Richest,16.9,37.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,National,National,9.6,19.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,Area,Urban,13.9,21.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,Area,Rural,7.9,18.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,Sex,Female,10.5,18.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,Sex,Male,9.9,18.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,WIQ,Poorest,6.5,14.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,WIQ,Second,7.6,16.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,WIQ,Middle,8.6,18.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,WIQ,Fourth,10.3,22.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,MLRDIAG,WIQ,Richest,17.4,24.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,National,National,27.4,36.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,Area,Urban,36.3,42.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,Area,Rural,24.8,33.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,Sex,Female,26.8,34.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,Sex,Male,26.9,35.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,WIQ,Poorest,18.7,30
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,WIQ,Second,23.3,33.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,WIQ,Middle,30.4,37.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,WIQ,Fourth,33.6,41.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORS,WIQ,Richest,41.7,48.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,National,National,1,14.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,Area,Urban,0.9,19.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,Area,Rural,1.3,12.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,Sex,Female,1,17.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,Sex,Male,0.6,14.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,WIQ,Poorest,0.9,14.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,WIQ,Second,0.7,12.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,WIQ,Middle,0.7,17.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,WIQ,Fourth,1.2,18.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,WIQ,Richest,1.1,23.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,Mother's Education,None,1.3,3.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,Mother's Education,Primary,1,3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORSZINC,Mother's Education,Sec & higher,1.3,4.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,National,National,33.5,37.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,Area,Urban,39.1,43.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,Area,Rural,31.3,36.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,Sex,Female,33.5,38.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,Sex,Male,33.3,38.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,WIQ,Poorest,28.2,33.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,WIQ,Second,30.6,37.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,WIQ,Middle,35.9,39.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,WIQ,Fourth,38.8,40.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ORTCF,WIQ,Richest,43.8,48.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,National,National,44.5,59.8
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,Area,Urban,48.5,68.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,Area,Rural,41.7,56
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,Sex,Female,45.4,59.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,Sex,Male,41.7,61.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,WIQ,Poorest,31.8,55.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,WIQ,Second,42,56.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,WIQ,Middle,49.2,61.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,WIQ,Fourth,53,64.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,PNEUCARE,WIQ,Richest,66.2,75.2
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,National,National,1.7,21.7
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,Area,Urban,1.4,27
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,Area,Rural,1.9,19.1
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,Sex,Female,1.5,22.6
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,Sex,Male,1.2,21.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,WIQ,Poorest,1.4,18.9
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,WIQ,Second,1.1,18.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,WIQ,Middle,1.4,24.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,WIQ,Fourth,1.6,26.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,WIQ,Richest,1.6,30.5
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,Mother's Education,None,1.7,16.3
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,Mother's Education,Primary,1,21.4
UNICEF Programme Region,WCARO,WesternÿandÿCentralÿAfrica Regional Office,ZINC,Mother's Education,Sec & higher,1.3,27.7
